transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,profit,month,day_of_week,hour,age_group
928,2023-05-11,10:20:00,54,Female,35.0,Clothing,4.0,300.0,90.0,1200.0,840.0,5.0,Thursday,10,26-35
1891,,06:11:00,81,Male,41.0,Electronics,3.0,300.0,105.0,900.0,585.0,,,6,36-50
1928,,06:39:00,93,Female,35.0,Clothing,4.0,300.0,75.0,1200.0,900.0,,,6,26-35
332,,11:28:00,138,Male,58.0,Electronics,4.0,300.0,105.0,1200.0,780.0,,,11,51-65
1332,2023-04-12,10:02:00,146,Male,58.0,Electronics,4.0,300.0,123.0,1200.0,708.0,4.0,Wednesday,10,51-65
255,,11:44:00,19,Male,48.0,Clothing,1.0,30.0,14.7,30.0,15.3,,,11,36-50
275,2023-05-03,11:34:00,2,Male,43.0,Clothing,2.0,500.0,260.0,1000.0,480.0,5.0,Wednesday,11,36-50
314,,07:37:00,1,Male,52.0,Clothing,4.0,30.0,7.8,120.0,88.8,,,7,51-65
517,,08:54:00,3,Female,47.0,Clothing,4.0,25.0,9.25,100.0,63.0,,,8,36-50
847,2023-10-01,08:42:00,2,Female,18.0,Electronics,4.0,300.0,162.0,1200.0,552.0,10.0,Sunday,8,18-25
1255,,07:08:00,4,Male,48.0,Clothing,1.0,30.0,7.8,30.0,22.2,,,7,36-50
1275,2023-02-03,08:48:00,5,Male,43.0,Clothing,2.0,500.0,250.0,1000.0,500.0,2.0,Friday,8,36-50
1314,,10:26:00,2,Male,52.0,Clothing,4.0,30.0,16.2,120.0,55.2,,,10,51-65
1517,,08:46:00,2,Female,47.0,Clothing,4.0,25.0,6.75,100.0,73.0,,,8,36-50
1847,,07:14:00,5,Female,18.0,Electronics,4.0,300.0,123.0,1200.0,708.0,,,7,18-25
61,2023-07-07,11:47:00,4,Male,21.0,Beauty,4.0,50.0,20.0,200.0,120.0,7.0,Friday,11,18-25
274,,07:12:00,4,Female,23.0,Clothing,2.0,500.0,150.0,1000.0,700.0,,,7,18-25
486,2023-02-12,09:47:00,4,Female,35.0,Electronics,1.0,25.0,6.5,25.0,18.5,2.0,Sunday,9,26-35
548,,07:00:00,4,Female,51.0,Clothing,2.0,30.0,15.6,60.0,28.8,,,7,51-65
886,2023-11-12,11:25:00,4,Male,37.0,Electronics,3.0,300.0,165.0,900.0,405.0,11.0,Sunday,11,36-50
892,,11:39:00,1,Male,20.0,Electronics,1.0,50.0,24.0,50.0,26.0,,,11,18-25
1061,,07:56:00,3,Male,21.0,Beauty,4.0,50.0,12.5,200.0,150.0,,,7,18-25
1274,2023-06-10,09:01:00,2,Female,23.0,Clothing,2.0,500.0,185.0,1000.0,630.0,6.0,Saturday,9,18-25
1486,,08:58:00,4,Female,35.0,Electronics,1.0,25.0,8.75,25.0,16.25,,,8,26-35
1548,,08:15:00,1,Female,51.0,Clothing,2.0,30.0,12.6,60.0,34.8,,,8,51-65
1886,,11:51:00,1,Male,37.0,Electronics,3.0,300.0,147.0,900.0,459.0,,,11,36-50
1892,2023-01-10,07:22:00,3,Male,20.0,Electronics,1.0,50.0,23.5,50.0,26.5,1.0,Tuesday,7,18-25
601,2023-05-06,09:23:00,5,Male,19.0,Clothing,1.0,30.0,13.2,30.0,16.8,5.0,Saturday,9,18-25
901,2023-02-08,06:38:00,2,Male,31.0,Electronics,1.0,30.0,12.0,30.0,18.0,2.0,Wednesday,6,26-35
1601,,11:48:00,1,Male,19.0,Clothing,1.0,30.0,13.5,30.0,16.5,,,11,18-25
1901,,11:05:00,4,Male,31.0,Electronics,1.0,30.0,8.4,30.0,21.6,,,11,26-35
527,,11:35:00,1,Male,57.0,Clothing,2.0,25.0,11.5,50.0,27.0,,,11,51-65
1527,,08:30:00,1,Male,57.0,Clothing,2.0,25.0,11.75,50.0,26.5,,,8,51-65
23,,07:05:00,4,Female,35.0,Clothing,4.0,30.0,14.7,120.0,61.2,,,7,26-35
174,,06:07:00,2,Female,39.0,Beauty,1.0,300.0,126.0,300.0,174.0,,,6,36-50
589,2023-08-07,07:11:00,5,Female,36.0,Beauty,2.0,500.0,145.0,1000.0,710.0,8.0,Monday,7,36-50
774,2023-06-11,09:04:00,2,Female,40.0,Clothing,2.0,25.0,6.5,50.0,37.0,6.0,Sunday,9,36-50
1000,2023-01-04,10:22:00,1,Male,47.0,Electronics,4.0,30.0,8.4,120.0,86.4,1.0,Wednesday,10,36-50
1023,,08:40:00,5,Female,35.0,Clothing,4.0,30.0,8.1,120.0,87.6,,,8,26-35
1174,,06:55:00,2,Female,39.0,Beauty,1.0,300.0,132.0,300.0,168.0,,,6,36-50
1589,2023-01-07,06:30:00,5,Female,36.0,Beauty,2.0,500.0,145.0,1000.0,710.0,1.0,Saturday,6,36-50
1774,2023-09-03,06:48:00,2,Female,40.0,Clothing,2.0,25.0,8.0,50.0,34.0,9.0,Sunday,6,36-50
2000,,06:38:00,4,Male,47.0,Electronics,4.0,30.0,10.8,120.0,76.8,,,6,36-50
210,2023-07-10,08:50:00,2,Male,37.0,Electronics,4.0,50.0,19.0,200.0,124.0,7.0,Monday,8,36-50
478,,11:13:00,3,Female,58.0,Clothing,2.0,30.0,8.1,60.0,43.8,,,11,51-65
745,,07:30:00,3,Male,54.0,Beauty,2.0,50.0,17.0,100.0,66.0,,,7,51-65
1210,2023-10-03,10:02:00,5,Male,37.0,Electronics,4.0,50.0,12.5,200.0,150.0,10.0,Tuesday,10,36-50
1478,,09:18:00,1,Female,58.0,Clothing,2.0,30.0,13.5,60.0,33.0,,,9,51-65
1745,,10:38:00,4,Male,54.0,Beauty,2.0,50.0,21.0,100.0,58.0,,,10,51-65
354,,07:58:00,5,Female,49.0,Beauty,4.0,50.0,24.5,200.0,102.0,,,7,36-50
408,,08:18:00,4,Female,64.0,Beauty,1.0,500.0,140.0,500.0,360.0,,,8,51-65
1354,,09:34:00,5,Female,49.0,Beauty,4.0,50.0,26.5,200.0,94.0,,,9,36-50
1408,,08:17:00,2,Female,64.0,Beauty,1.0,500.0,250.0,500.0,250.0,,,8,51-65
674,,11:10:00,2,Female,38.0,Clothing,1.0,300.0,84.0,300.0,216.0,,,11,36-50
1674,,09:21:00,1,Female,38.0,Clothing,1.0,300.0,123.0,300.0,177.0,,,9,36-50
967,2023-04-08,10:13:00,4,Male,62.0,Beauty,1.0,25.0,13.25,25.0,11.75,4.0,Saturday,10,51-65
1967,,08:28:00,4,Male,62.0,Beauty,1.0,25.0,12.25,25.0,12.75,,,8,51-65
79,,10:15:00,1,Male,34.0,Beauty,1.0,300.0,96.0,300.0,204.0,,,10,26-35
406,2023-01-04,11:50:00,3,Female,22.0,Beauty,4.0,25.0,11.0,100.0,56.0,1.0,Wednesday,11,18-25
450,2023-01-12,06:35:00,2,Female,59.0,Beauty,2.0,25.0,11.0,50.0,28.0,1.0,Thursday,6,51-65
562,2023-09-11,09:26:00,3,Male,54.0,Electronics,2.0,25.0,7.25,50.0,35.5,9.0,Monday,9,51-65
1079,,06:45:00,1,Male,34.0,Beauty,1.0,300.0,117.0,300.0,183.0,,,6,26-35
1406,,08:45:00,2,Female,22.0,Beauty,4.0,25.0,10.0,100.0,60.0,,,8,18-25
1450,,08:52:00,1,Female,59.0,Beauty,2.0,25.0,10.25,50.0,29.5,,,8,51-65
1562,,10:21:00,5,Male,54.0,Electronics,2.0,25.0,12.75,50.0,24.5,,,10,51-65
108,,09:38:00,5,Female,27.0,Beauty,3.0,25.0,13.5,75.0,34.5,,,9,26-35
111,,09:45:00,5,Female,34.0,Electronics,3.0,500.0,130.0,1500.0,1110.0,,,9,26-35
207,2023-06-08,08:34:00,3,Female,42.0,Beauty,2.0,25.0,10.25,50.0,29.5,6.0,Thursday,8,36-50
724,,06:56:00,3,Male,61.0,Clothing,3.0,50.0,20.0,150.0,90.0,,,6,51-65
836,,06:32:00,2,Female,22.0,Clothing,1.0,50.0,27.5,50.0,22.5,,,6,18-25
969,,11:47:00,2,Female,40.0,Clothing,3.0,300.0,84.0,900.0,648.0,,,11,36-50
1108,2023-08-07,10:27:00,1,Female,27.0,Beauty,3.0,25.0,10.0,75.0,45.0,8.0,Monday,10,26-35
1111,,21:34:00,2,Female,34.0,Electronics,3.0,500.0,185.0,1500.0,945.0,,,21,26-35
1207,,21:48:00,3,Female,42.0,Beauty,2.0,25.0,10.0,50.0,30.0,,,21,36-50
1724,,20:53:00,4,Male,61.0,Clothing,3.0,50.0,17.0,150.0,99.0,,,20,51-65
1836,,17:19:00,3,Female,22.0,Clothing,1.0,50.0,23.5,50.0,26.5,,,17,18-25
1969,2023-05-03,19:34:00,4,Female,40.0,Clothing,3.0,300.0,126.0,900.0,522.0,5.0,Wednesday,19,36-50
246,2023-07-12,20:05:00,4,Female,48.0,Electronics,2.0,25.0,13.25,50.0,23.5,7.0,Wednesday,20,36-50
298,2023-05-10,19:05:00,3,Male,27.0,Beauty,4.0,300.0,84.0,1200.0,864.0,5.0,Wednesday,19,26-35
374,,17:45:00,4,Female,59.0,Beauty,3.0,25.0,7.75,75.0,51.75,,,17,51-65
572,,18:33:00,5,Male,31.0,Clothing,4.0,500.0,185.0,2000.0,1260.0,,,18,26-35
665,2023-03-10,22:49:00,1,Male,57.0,Clothing,1.0,50.0,19.0,50.0,31.0,3.0,Friday,22,51-65
1246,,22:54:00,3,Female,48.0,Electronics,2.0,25.0,11.5,50.0,27.0,,,22,36-50
1298,2023-02-05,19:51:00,1,Male,27.0,Beauty,4.0,300.0,120.0,1200.0,720.0,2.0,Sunday,19,26-35
1374,,22:03:00,3,Female,59.0,Beauty,3.0,25.0,8.25,75.0,50.25,,,22,51-65
1572,,22:20:00,1,Male,31.0,Clothing,4.0,500.0,175.0,2000.0,1300.0,,,22,26-35
1665,2023-01-11,19:38:00,4,Male,57.0,Clothing,1.0,50.0,14.0,50.0,36.0,1.0,Wednesday,19,51-65
39,2023-11-07,22:44:00,5,Male,23.0,Clothing,4.0,30.0,8.7,120.0,85.2,11.0,Tuesday,22,18-25
893,,18:52:00,1,Male,49.0,Electronics,1.0,50.0,17.0,50.0,33.0,,,18,36-50
1039,2023-03-12,20:01:00,1,Male,23.0,Clothing,4.0,30.0,13.8,120.0,64.8,3.0,Sunday,20,18-25
1893,,17:04:00,3,Male,49.0,Electronics,1.0,50.0,22.5,50.0,27.5,,,17,36-50
17,,21:08:00,3,Female,27.0,Clothing,4.0,25.0,13.0,100.0,48.0,,,21,26-35
316,2023-01-02,17:25:00,3,Female,48.0,Clothing,2.0,25.0,13.75,50.0,22.5,1.0,Monday,17,36-50
755,,20:07:00,1,Female,58.0,Clothing,3.0,25.0,6.75,75.0,54.75,,,20,51-65
1017,2023-05-09,18:41:00,2,Female,27.0,Clothing,4.0,25.0,12.0,100.0,52.0,5.0,Tuesday,18,26-35
1316,,17:11:00,1,Female,48.0,Clothing,2.0,25.0,11.75,50.0,26.5,,,17,36-50
1755,,21:47:00,2,Female,58.0,Clothing,3.0,25.0,8.0,75.0,51.0,,,21,51-65
28,2023-11-12,22:34:00,3,Female,43.0,Beauty,1.0,500.0,150.0,500.0,350.0,11.0,Sunday,22,36-50
98,2023-09-04,19:41:00,1,Female,55.0,Beauty,2.0,50.0,19.5,100.0,61.0,9.0,Monday,19,51-65
129,,17:42:00,1,Female,21.0,Beauty,2.0,300.0,75.0,600.0,450.0,,,17,18-25
230,,17:44:00,5,Male,54.0,Beauty,1.0,25.0,12.5,25.0,12.5,,,17,51-65
613,2023-08-05,17:23:00,2,Female,52.0,Clothing,3.0,30.0,11.4,90.0,55.8,8.0,Saturday,17,51-65
691,2023-12-05,21:09:00,5,Female,51.0,Clothing,3.0,30.0,14.7,90.0,45.900000000000006,12.0,Tuesday,21,51-65
693,2023-08-06,17:12:00,1,Male,41.0,Beauty,3.0,500.0,270.0,1500.0,690.0,8.0,Sunday,17,36-50
1028,2023-09-03,18:09:00,1,Female,43.0,Beauty,1.0,500.0,250.0,500.0,250.0,9.0,Sunday,18,36-50
1098,2023-06-07,22:34:00,3,Female,55.0,Beauty,2.0,50.0,19.5,100.0,61.0,6.0,Wednesday,22,51-65
1129,2023-08-09,21:46:00,1,Female,21.0,Beauty,2.0,300.0,156.0,600.0,288.0,8.0,Wednesday,21,18-25
1230,2023-04-12,21:24:00,1,Male,54.0,Beauty,1.0,25.0,13.25,25.0,11.75,4.0,Wednesday,21,51-65
1613,,21:58:00,4,Female,52.0,Clothing,3.0,30.0,9.9,90.0,60.3,,,21,51-65
1691,2023-07-01,20:01:00,1,Female,51.0,Clothing,3.0,30.0,13.5,90.0,49.5,7.0,Saturday,20,51-65
1693,,18:21:00,1,Male,41.0,Beauty,3.0,500.0,130.0,1500.0,1110.0,,,18,36-50
477,2023-03-12,17:24:00,3,Male,43.0,Clothing,4.0,30.0,16.2,120.0,55.2,3.0,Sunday,17,36-50
863,2023-12-11,22:40:00,4,Female,30.0,Electronics,2.0,25.0,11.25,50.0,27.5,12.0,Monday,22,26-35
1477,2023-08-01,21:59:00,3,Male,43.0,Clothing,4.0,30.0,15.6,120.0,57.6,8.0,Tuesday,21,36-50
1863,,22:33:00,4,Female,30.0,Electronics,2.0,25.0,10.0,50.0,30.0,,,22,26-35
6,,22:16:00,2,Female,45.0,Beauty,1.0,30.0,15.0,30.0,15.0,,,22,36-50
483,2023-06-02,17:25:00,2,Male,55.0,Clothing,1.0,30.0,8.4,30.0,21.6,6.0,Friday,17,51-65
738,2023-05-02,18:24:00,5,Male,41.0,Clothing,2.0,50.0,26.0,100.0,48.0,5.0,Tuesday,18,36-50
1006,,19:23:00,2,Female,45.0,Beauty,1.0,30.0,14.1,30.0,15.9,,,19,36-50
1483,2023-05-03,19:53:00,1,Male,55.0,Clothing,1.0,30.0,8.7,30.0,21.3,5.0,Wednesday,19,51-65
1738,2023-12-11,21:33:00,1,Male,41.0,Clothing,2.0,50.0,16.0,100.0,68.0,12.0,Monday,21,36-50
222,2023-07-01,18:56:00,4,Male,51.0,Clothing,4.0,30.0,10.5,120.0,78.0,7.0,Saturday,18,51-65
588,,17:54:00,5,Male,38.0,Electronics,2.0,30.0,13.8,60.0,32.4,,,17,36-50
953,2023-02-07,17:58:00,1,Male,45.0,Beauty,3.0,30.0,12.6,90.0,52.2,2.0,Tuesday,17,36-50
1222,,18:15:00,3,Male,51.0,Clothing,4.0,30.0,11.1,120.0,75.6,,,18,51-65
1588,,21:29:00,4,Male,38.0,Electronics,2.0,30.0,13.2,60.0,33.6,,,21,36-50
1953,,17:34:00,3,Male,45.0,Beauty,3.0,30.0,10.2,90.0,59.400000000000006,,,17,36-50
66,,22:49:00,3,Female,45.0,Electronics,1.0,30.0,9.0,30.0,21.0,,,22,36-50
482,2023-12-08,18:57:00,3,Female,28.0,Clothing,4.0,300.0,141.0,1200.0,636.0,12.0,Friday,18,26-35
903,,22:14:00,3,Female,51.0,Beauty,4.0,50.0,14.0,200.0,144.0,,,22,51-65
1066,2023-06-10,18:11:00,4,Female,45.0,Electronics,1.0,30.0,8.4,30.0,21.6,6.0,Saturday,18,36-50
1482,2023-10-02,22:22:00,1,Female,28.0,Clothing,4.0,300.0,114.0,1200.0,744.0,10.0,Monday,22,26-35
1903,,21:44:00,5,Female,51.0,Beauty,4.0,50.0,19.0,200.0,124.0,,,21,51-65
102,,21:34:00,5,Female,47.0,Beauty,2.0,25.0,7.25,50.0,35.5,,,21,36-50
228,2023-03-04,20:26:00,4,Female,59.0,Electronics,2.0,30.0,10.8,60.0,38.4,3.0,Saturday,20,51-65
236,2023-01-04,22:18:00,5,Female,54.0,Clothing,1.0,25.0,6.5,25.0,18.5,1.0,Wednesday,22,51-65
1102,,18:04:00,5,Female,47.0,Beauty,2.0,25.0,6.5,50.0,37.0,,,18,36-50
1228,,21:37:00,5,Female,59.0,Electronics,2.0,30.0,11.4,60.0,37.2,,,21,51-65
1236,2023-09-08,18:19:00,4,Female,54.0,Clothing,1.0,25.0,8.75,25.0,16.25,9.0,Friday,18,51-65
660,,18:46:00,2,Female,38.0,Beauty,2.0,500.0,270.0,1000.0,460.0,,,18,36-50
884,,20:31:00,1,Female,26.0,Clothing,2.0,30.0,7.5,60.0,45.0,,,20,26-35
987,2023-08-11,18:45:00,1,Female,30.0,Clothing,3.0,300.0,165.0,900.0,405.0,8.0,Friday,18,26-35
1660,,20:27:00,2,Female,38.0,Beauty,2.0,500.0,160.0,1000.0,680.0,,,20,36-50
1884,2023-09-07,21:45:00,2,Female,26.0,Clothing,2.0,30.0,11.4,60.0,37.2,9.0,Thursday,21,26-35
1987,,18:18:00,2,Female,30.0,Clothing,3.0,300.0,129.0,900.0,513.0,,,18,26-35
18,2023-06-09,19:13:00,5,Female,47.0,Electronics,2.0,25.0,12.5,50.0,25.0,6.0,Friday,19,36-50
69,,22:44:00,1,Female,56.0,Beauty,3.0,25.0,8.5,75.0,49.5,,,22,51-65
995,2023-04-03,22:38:00,4,Female,41.0,Clothing,1.0,30.0,9.9,30.0,20.1,4.0,Monday,22,36-50
1018,2023-06-07,19:13:00,4,Female,47.0,Electronics,2.0,25.0,13.0,50.0,24.0,6.0,Wednesday,19,36-50
1069,,19:05:00,2,Female,56.0,Beauty,3.0,25.0,6.75,75.0,54.75,,,19,51-65
1995,2023-10-12,22:18:00,5,Female,41.0,Clothing,1.0,30.0,14.7,30.0,15.3,10.0,Thursday,22,36-50
337,,17:56:00,1,Male,38.0,Clothing,1.0,500.0,275.0,500.0,225.0,,,17,36-50
585,2023-06-06,21:49:00,3,Female,24.0,Clothing,1.0,25.0,13.75,25.0,11.25,6.0,Tuesday,21,18-25
652,,17:05:00,4,Female,34.0,Beauty,2.0,50.0,20.5,100.0,59.0,,,17,26-35
1337,,19:56:00,2,Male,38.0,Clothing,1.0,500.0,225.0,500.0,275.0,,,19,36-50
1585,2023-05-10,20:00:00,2,Female,24.0,Clothing,1.0,25.0,7.25,25.0,17.75,5.0,Wednesday,20,18-25
1652,,20:00:00,2,Female,34.0,Beauty,2.0,50.0,20.5,100.0,59.0,,,20,26-35
242,2023-01-10,18:28:00,1,Male,21.0,Clothing,1.0,25.0,8.0,25.0,17.0,1.0,Tuesday,18,18-25
293,,19:04:00,4,Male,50.0,Electronics,3.0,30.0,9.6,90.0,61.2,,,19,36-50
460,2023-01-05,23:00:00,2,Male,40.0,Beauty,1.0,50.0,19.0,50.0,31.0,1.0,Thursday,23,36-50
1242,,18:32:00,5,Male,21.0,Clothing,1.0,25.0,11.25,25.0,13.75,,,18,18-25
1293,2023-01-07,18:52:00,3,Male,50.0,Electronics,3.0,30.0,14.1,90.0,47.7,1.0,Saturday,18,36-50
1460,,19:42:00,4,Male,40.0,Beauty,1.0,50.0,22.0,50.0,28.0,,,19,36-50
188,,18:50:00,3,Male,40.0,Clothing,3.0,25.0,8.5,75.0,49.5,,,18,36-50
357,,18:57:00,4,Female,40.0,Electronics,3.0,25.0,7.5,75.0,52.5,,,18,36-50
646,,21:02:00,3,Male,38.0,Clothing,3.0,30.0,13.5,90.0,49.5,,,21,36-50
749,,20:33:00,2,Male,42.0,Beauty,1.0,30.0,8.4,30.0,21.6,,,20,36-50
974,,18:39:00,3,Male,47.0,Beauty,1.0,30.0,11.7,30.0,18.3,,,18,36-50
1188,2023-04-06,22:43:00,2,Male,40.0,Clothing,3.0,25.0,10.75,75.0,42.75,4.0,Thursday,22,36-50
1357,,19:14:00,3,Female,40.0,Electronics,3.0,25.0,11.5,75.0,40.5,,,19,36-50
1646,,19:43:00,1,Male,38.0,Clothing,3.0,30.0,15.6,90.0,43.2,,,19,36-50
1749,2023-07-05,19:55:00,2,Male,42.0,Beauty,1.0,30.0,9.0,30.0,21.0,7.0,Wednesday,19,36-50
1974,,20:20:00,3,Male,47.0,Beauty,1.0,30.0,12.9,30.0,17.1,,,20,36-50
190,,17:56:00,2,Female,60.0,Beauty,3.0,30.0,10.5,90.0,58.5,,,17,51-65
849,,19:33:00,5,Male,32.0,Clothing,2.0,25.0,12.5,50.0,25.0,,,19,26-35
853,,22:29:00,3,Male,21.0,Beauty,2.0,500.0,155.0,1000.0,690.0,,,22,18-25
1190,,21:00:00,4,Female,60.0,Beauty,3.0,30.0,10.8,90.0,57.599999999999994,,,21,51-65
1849,,22:42:00,1,Male,32.0,Clothing,2.0,25.0,12.0,50.0,26.0,,,22,26-35
1853,,18:39:00,2,Male,21.0,Beauty,2.0,500.0,190.0,1000.0,620.0,,,18,18-25
252,2023-05-05,17:37:00,1,Male,54.0,Electronics,1.0,300.0,84.0,300.0,216.0,5.0,Friday,17,51-65
606,,20:19:00,2,Male,22.0,Electronics,1.0,50.0,19.5,50.0,30.5,,,20,18-25
779,,19:19:00,3,Female,56.0,Electronics,2.0,500.0,155.0,1000.0,690.0,,,19,51-65
824,,19:10:00,3,Male,63.0,Clothing,4.0,30.0,9.3,120.0,82.8,,,19,51-65
866,2023-06-07,18:16:00,4,Male,24.0,Electronics,1.0,50.0,22.5,50.0,27.5,6.0,Wednesday,18,18-25
1252,,20:18:00,5,Male,54.0,Electronics,1.0,300.0,117.0,300.0,183.0,,,20,51-65
1606,,19:52:00,2,Male,22.0,Electronics,1.0,50.0,26.5,50.0,23.5,,,19,18-25
1779,2023-02-01,19:45:00,3,Female,56.0,Electronics,2.0,500.0,190.0,1000.0,620.0,2.0,Wednesday,19,51-65
1824,,20:19:00,4,Male,63.0,Clothing,4.0,30.0,12.6,120.0,69.6,,,20,51-65
1866,,22:38:00,5,Male,24.0,Electronics,1.0,50.0,20.0,50.0,30.0,,,22,18-25
5,2023-05-09,22:10:00,3,Male,30.0,Beauty,2.0,50.0,24.0,100.0,52.0,5.0,Tuesday,22,26-35
90,2023-10-09,17:53:00,3,Female,51.0,Electronics,1.0,30.0,13.5,30.0,16.5,10.0,Monday,17,51-65
380,,22:26:00,2,Male,56.0,Electronics,2.0,300.0,102.0,600.0,396.0,,,22,51-65
593,,22:05:00,2,Male,35.0,Electronics,2.0,30.0,13.2,60.0,33.6,,,22,26-35
820,,22:49:00,1,Male,49.0,Electronics,4.0,50.0,24.0,200.0,104.0,,,22,36-50
1005,2023-12-08,20:38:00,2,Male,30.0,Beauty,2.0,50.0,17.5,100.0,65.0,12.0,Friday,20,26-35
1090,,19:54:00,4,Female,51.0,Electronics,1.0,30.0,7.5,30.0,22.5,,,19,51-65
1380,2023-09-02,19:45:00,3,Male,56.0,Electronics,2.0,300.0,159.0,600.0,282.0,9.0,Saturday,19,51-65
1593,,22:39:00,5,Male,35.0,Electronics,2.0,30.0,14.4,60.0,31.2,,,22,26-35
1820,,21:31:00,1,Male,49.0,Electronics,4.0,50.0,22.0,200.0,112.0,,,21,36-50
120,,19:35:00,4,Male,60.0,Beauty,1.0,50.0,12.5,50.0,37.5,,,19,51-65
221,,21:01:00,3,Male,39.0,Beauty,2.0,300.0,111.0,600.0,378.0,,,21,36-50
341,,17:06:00,5,Male,31.0,Clothing,4.0,50.0,18.5,200.0,126.0,,,17,26-35
640,,20:05:00,3,Female,51.0,Electronics,4.0,30.0,12.6,120.0,69.6,,,20,51-65
744,,18:02:00,1,Male,40.0,Electronics,1.0,25.0,6.5,25.0,18.5,,,18,36-50
1120,2023-02-03,19:32:00,4,Male,60.0,Beauty,1.0,50.0,26.5,50.0,23.5,2.0,Friday,19,51-65
1221,,22:57:00,5,Male,39.0,Beauty,2.0,300.0,114.0,600.0,372.0,,,22,36-50
1341,,22:10:00,1,Male,31.0,Clothing,4.0,50.0,21.0,200.0,116.0,,,22,26-35
1640,2023-10-06,19:44:00,5,Female,51.0,Electronics,4.0,30.0,14.1,120.0,63.6,10.0,Friday,19,51-65
1744,2023-07-07,21:49:00,4,Male,40.0,Electronics,1.0,25.0,8.75,25.0,16.25,7.0,Friday,21,36-50
273,,20:24:00,1,Female,22.0,Beauty,1.0,50.0,14.5,50.0,35.5,,,20,18-25
283,2023-01-06,20:08:00,3,Female,18.0,Electronics,1.0,500.0,165.0,500.0,335.0,1.0,Friday,20,18-25
452,,22:41:00,4,Female,48.0,Clothing,3.0,500.0,240.0,1500.0,780.0,,,22,36-50
469,,19:24:00,4,Male,18.0,Beauty,3.0,25.0,8.75,75.0,48.75,,,19,18-25
620,2023-06-11,20:59:00,4,Male,63.0,Electronics,3.0,25.0,7.0,75.0,54.0,6.0,Sunday,20,51-65
946,2023-08-08,20:15:00,2,Male,62.0,Electronics,4.0,500.0,235.0,2000.0,1060.0,8.0,Tuesday,20,51-65
1273,,20:39:00,1,Female,22.0,Beauty,1.0,50.0,25.5,50.0,24.5,,,20,18-25
1283,,20:15:00,1,Female,18.0,Electronics,1.0,500.0,130.0,500.0,370.0,,,20,18-25
1452,2023-06-08,17:41:00,3,Female,48.0,Clothing,3.0,500.0,185.0,1500.0,945.0,6.0,Thursday,17,36-50
1469,2023-08-12,17:22:00,3,Male,18.0,Beauty,3.0,25.0,12.5,75.0,37.5,8.0,Saturday,17,18-25
1620,2023-03-02,22:48:00,5,Male,63.0,Electronics,3.0,25.0,7.75,75.0,51.75,3.0,Thursday,22,51-65
1946,,20:48:00,5,Male,62.0,Electronics,4.0,500.0,165.0,2000.0,1340.0,,,20,51-65
148,2023-03-07,20:39:00,5,Male,18.0,Clothing,2.0,30.0,9.9,60.0,40.2,3.0,Tuesday,20,18-25
414,2023-10-05,19:40:00,1,Male,48.0,Beauty,4.0,25.0,9.75,100.0,61.0,10.0,Thursday,19,36-50
883,,20:43:00,5,Male,40.0,Electronics,1.0,500.0,245.0,500.0,255.0,,,20,36-50
1148,2023-11-08,22:04:00,2,Male,18.0,Clothing,2.0,30.0,10.8,60.0,38.4,11.0,Wednesday,22,18-25
1414,,21:28:00,4,Male,48.0,Beauty,4.0,25.0,11.25,100.0,55.0,,,21,36-50
1883,,17:54:00,3,Male,40.0,Electronics,1.0,500.0,200.0,500.0,300.0,,,17,36-50
731,,18:49:00,1,Male,54.0,Clothing,4.0,500.0,165.0,2000.0,1340.0,,,18,51-65
930,2023-12-01,17:54:00,1,Male,54.0,Clothing,4.0,50.0,26.0,200.0,96.0,12.0,Friday,17,51-65
1731,,17:41:00,3,Male,54.0,Clothing,4.0,500.0,195.0,2000.0,1220.0,,,17,51-65
1930,,19:58:00,5,Male,54.0,Clothing,4.0,50.0,13.0,200.0,148.0,,,19,51-65
518,,17:01:00,2,Female,40.0,Clothing,1.0,30.0,16.2,30.0,13.8,,,17,36-50
1518,,20:03:00,3,Female,40.0,Clothing,1.0,30.0,12.6,30.0,17.4,,,20,36-50
758,,18:30:00,1,Male,64.0,Clothing,4.0,25.0,6.75,100.0,73.0,,,18,51-65
1758,,18:19:00,3,Male,64.0,Clothing,4.0,25.0,7.5,100.0,70.0,,,18,51-65
639,2023-01-08,19:47:00,4,Female,62.0,Beauty,4.0,50.0,26.5,200.0,94.0,1.0,Sunday,19,51-65
838,,21:20:00,1,Male,47.0,Electronics,2.0,300.0,153.0,600.0,294.0,,,21,36-50
1639,,18:13:00,5,Female,62.0,Beauty,4.0,50.0,24.0,200.0,104.0,,,18,51-65
1838,,17:06:00,4,Male,47.0,Electronics,2.0,300.0,102.0,600.0,396.0,,,17,36-50
353,,21:35:00,5,Male,31.0,Electronics,1.0,500.0,270.0,500.0,230.0,,,21,26-35
501,,20:21:00,2,Male,39.0,Electronics,2.0,30.0,9.0,60.0,42.0,,,20,36-50
721,,17:10:00,5,Female,52.0,Clothing,1.0,500.0,145.0,500.0,355.0,,,17,51-65
1353,2023-04-09,21:59:00,3,Male,31.0,Electronics,1.0,500.0,235.0,500.0,265.0,4.0,Sunday,21,26-35
1501,,18:00:00,1,Male,39.0,Electronics,2.0,30.0,13.5,60.0,33.0,,,18,36-50
1721,,22:42:00,3,Female,52.0,Clothing,1.0,500.0,215.0,500.0,285.0,,,22,51-65
